file_name,movie_name,audience_rating,rating_key,year
F:\Movies\The.Boy.the.Mole.the.Fox.and.the.Horse.2022.1080p.WEBRip.x264.AAC-AOC\The.Boy.the.Mole.the.Fox.and.the.Horse.2022.1080p.WEBRip.x264.AAC-AOC.mkv,"The Boy, the Mole, the Fox and the Horse",8.0,140510,2022
"G:\movies\The Boy, the Mole, the Fox and the Horse (2022)\The.Boy.the.Mole.the.Fox.and.the.Horse.2022.1080p.WEBRip.x264.AAC-AOC.mkv","The Boy, the Mole, the Fox and the Horse",8.0,140510,2022
G:\movies\Brads.Status.2017.LIMITED.720p.BluRay.x264-GECKOS\Brads.Status.2017.720p.BluRay.x264-GECKOS.mkv,Brad's Status,6.5,50873,2017
F:\Movies\Breaking.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO\Breaking.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv,Breaking,6.3,137114,2022
G:\movies\Breathe.2017.720p.BRRip.X264.AC3-EVO\Breathe.2017.720p.BRRip.X264.AC3-EVO.mkv,Breathe,7.2,50197,2017
F:\Movies\Brian.and.Charles.2022.1080p.WEBRip.DD5.1.X.264-EVO\Brian.and.Charles.2022.1080p.WEBRip.DD5.1.X.264-EVO.mkv,Brian and Charles,6.7,136591,2022
F:\Movies\Brian.and.Charles.2022.1080p.BluRay.x264-PiGNUS\brian.and.charles.2022.1080p.bluray.x264-pignus.mkv,Brian and Charles,6.7,136591,2022
F:\Movies\Brian.and.Charles.2022.1080p.BluRay.DDP5.1.x264-PTer\Brian.and.Charles.2022.1080p.BluRay.DDP5.1.x264-PTer.mkv,Brian and Charles,6.7,136591,2022
G:\movies\Brian and Charles (2022)\Brian.and.Charles.2022.1080p.BluRay.DDP5.1.x264-PTer.mkv,Brian and Charles,6.7,136591,2022
G:\movies\Brian and Charles (2022)\Brian.and.Charles.2022.1080p.WEBRip.DD5.1.X.264-EVO.mkv,Brian and Charles,6.7,136591,2022
G:\movies\The.Bridge.on.the.River.Kwai.1957.1080p.BluRay.x264.TrueHD.7.1.Atmos-SWTYBLZ\The.Bridge.on.the.River.Kwai.1957.1080p.BluRay.x264.TrueHD.7.1.Atmos-SWTYBLZ.mkv,The Bridge on the River Kwai,8.1,118889,1957
G:\movies\The Bridge on the River Kwai (1957)\The.Bridge.on.the.River.Kwai.1957.1080p.BluRay.x264.TrueHD.7.1.Atmos-SWTYBLZ.mkv,The Bridge on the River Kwai,8.1,118889,1957
F:\Movies\Bros.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv,Bros,6.4,137381,2022
F:\Movies\Bros.2022.1080p.BRRIP.X264.AAC-AOC\Bros.2022.1080p.BRRIP.X264.AAC-AOC.mkv,Bros,6.4,137381,2022
F:\Movies\Bros 2022 BluRay 1080p REMUX AVC DTS-HD MA 5.1-LEGi0N\Bros.2022.BluRay.1080p.REMUX.AVC.DTS-HD.MA.5.1-LEGi0N.mkv,Bros,6.4,137381,2022
F:\Movies\Bros.2022.1080p.BluRay.REMUX.AVC.DTS-HD-MA.5.1-UnKn0wn\Bros.2022.1080p.BluRay.REMUX.AVC.DTS-HD-MA.5.1-UnKn0wn.mkv,Bros,6.4,137381,2022
G:\movies\Bros (2022)\Bros.2022.1080p.BluRay.REMUX.AVC.DTS-HD-MA.5.1-UnKn0wn.mkv,Bros,6.4,137381,2022
G:\movies\Bros (2022)\Bros.2022.1080p.BRRIP.X264.AAC-AOC.mkv,Bros,6.4,137381,2022
F:\Movies\Bros.2022.1080p.BluRay.x264-OFT\Bros.2022.1080p.BluRay.x264-OFT.mkv,Bros,6.4,137381,2022
G:\movies\Brothers (2009)\Brothers (2009) Bluray-1080p.mkv,Brothers,7.1,134301,2009
G:\movies\Bruised.2021.1080p.WEB-DL.X264.AC3-EVO\Bruised.2021.1080p.WEB-DL.X264.AC3-EVO.mkv,Bruised,6.1,131140,2020
F:\Movies\Bruiser.2022.PROPER.1080p.WEBRip.x264-LAMA\Bruiser.2022.PROPER.1080p.WEBRip.x264-LAMA.mp4,Bruiser,5.7,146868,2023
F:\Movies\Bullet.Train.1080p.WEB-DL.DDP5.1.H.264-EVO.mkv,Bullet Train,7.3,137188,2022
F:\Movies\Bullet.Train.2022.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-PiRaTeS.mkv,Bullet Train,7.3,137188,2022
F:\Movies\Bullet Train 2022 1080p BluRay DDP 7.1 DV x265-LEGi0N\Bullet Train 2022 1080p BluRay DDP 7.1 DV x265-LEGi0N.mkv,Bullet Train,7.3,137188,2022
G:\movies\Bullet Train (2022)\Bullet Train 2022 1080p BluRay DDP 7.1 DV x265-LEGi0N.mkv,Bullet Train,7.3,137188,2022
G:\movies\Calamity.Jane.1953.720p.BluRay.x264-x0r\Calamity.Jane.1953.720p.BluRay.x264-x0r.mkv,Calamity Jane,7.3,33847,1953
F:\Movies\Call.Jane.2022.1080p.Bluray.REMUX.AVC.DTS-HD.MA.5.1-GHD\Call.Jane.2022.1080p.Bluray.REMUX.AVC.DTS-HD.MA.5.1-GHD.mkv,Call Jane,6.3,142836,2022
F:\Movies\Call.Jane.2022.1080p.WEBRip.x264-LAMA\Call.Jane.2022.1080p.WEBRip.x264-LAMA.mp4,Call Jane,6.3,142836,2022
F:\Movies\Call.Jane.2022.1080p.BluRay.DDP.5.1.x264-SPHD.mkv,Call Jane,6.3,142836,2022
F:\Movies\Call.Jane.2022.NORDiC.720p.BluRay.x264.DD5.1-TWA\Call.Jane.2022.NORDiC.720p.BluRay.x264.DD5.1-TWA.mkv,Call Jane,6.3,142836,2022
G:\movies\The.Call.of.the.Wild.2020.1080p.BluRay.x264-YOL0W\the.call.of.the.wild.2020.1080p.bluray.x264-yol0w.mkv,The Call of the Wild,6.8,119578,2020
G:\movies\Can You Ever Forgive Me! (2018)\Can.You.Ever.Forgive.Me.2018.720p.BluRay.X264-AMIABLE.mkv,Can You Ever Forgive Me?,7.1,130194,2018
G:\movies\Candyman.2021.1080p.AMZN.WEB-DL.DDP5.1.H.264-EVO.mkv,Candyman,6.4,130551,2021
G:\movies\Captain.America.Civil.War.2016.1080p.BluRay.X264-AMIABLE\Captain.America.Civil.War.2016.1080p.BluRay.X264-AMIABLE.mkv,Captain America: Civil War,7.8,19304,2016
G:\movies\Captain America Civil War (2016)\Captain.America.Civil.War.2016.1080p.BluRay.X264-AMIABLE.mkv,Captain America: Civil War,7.8,19304,2016
G:\movies\Captain America The First Avenger 2011 x264 D3FiL3R (bd50)\Captain America The First Avenger 2011 BluRay 1080p DtsHDma7.1 x264-D3FiL3R.mkv,Captain America: The First Avenger,6.9,117602,2011
G:\movies\Carriers (2009)\Carriers.2009.1080p.BluRay.x264-LCHD.mkv,Carriers,6.0,132247,2007
G:\movies\Carriers.2009.1080p.BluRay.x264-LCHD\carriers-lchd.mkv,Carriers,6.0,132247,2007
G:\movies\Cars.3.2017.NORDiC.REMUX.1080p.BluRay.x264-TWA\Cars.3.2017.NORDiC.REMUX.1080p.BluRay.x264-TWA.mkv,Cars 3,6.7,130269,2017
G:\movies\Casino Royale (2006)\Casino Royale 2006 REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N.mkv,Casino Royale,8.0,83134,2006
F:\Movies\Catherine.Called.Birdy.2022.1080p.AMZN.WEB-DL.DDP5.1.H264-EVO\Catherine.Called.Birdy.2022.1080p.AMZN.WEB-DL.DDP5.1.H264-EVO.mkv,Catherine Called Birdy,6.5,137356,2022
F:\Movies\Causeway.2022.1080p.ATVP.WEB-DL.DDP5.1.Atmos.H.264-EVO\Causeway.2022.1080p.ATVP.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv,Causeway,6.5,137529,2022
F:\Movies\Causeway.2022.720p.WEB.h264-KOGi\Causeway.2022.720p.WEB.h264-KOGi.mkv,Causeway,6.5,137529,2022
G:\movies\Causeway (2022)\Causeway.2022.720p.WEB.h264-KOGi.mkv,Causeway,6.5,137529,2022
G:\movies\Center.of.My.World.2016.720p.BluRay.x264-SADPANDA\Center.of.My.World.2016.720p.BluRay.x264-SADPANDA.mkv,Center of My World,7.2,52110,2016
G:\movies\Cha Cha Real Smooth (2022)\Cha Cha Real Smooth (2022) WEBDL-1080p.mkv,Cha Cha Real Smooth,7.4,134585,2022
F:\Movies\Champions.2023.1080p.WEB.H264-NAISU\champions.2023.1080p.web.h264-naisu.mkv,Champions,7.1,147647,2023
F:\Movies\Champions.2023.1080p.WEB.H264-NAISU[xsp]\champions.2023.1080p.web.h264-naisu.mkv,Champions,7.1,147647,2023
G:\movies\Chickenhare and the Hamster of Darkness (2022)\Chickenhare and the Hamster of Darkness (2022) Bluray-1080p.mkv,Chickenhare and the Hamster of Darkness,6.4,134281,2022
G:\movies\The Choice (2016)\The.Choice.2016.PROPER.1080p.BluRay.x264-DRONES.mkv,The Choice,6.6,96095,2016
F:\Movies\Chris.Rock.Selective.Outrage.2023.1080p.WEBRip.x264-LAMA\Chris.Rock.Selective.Outrage.2023.1080p.WEBRip.x264-LAMA.mp4,Chris Rock: Selective Outrage,6.8,147221,2023
F:\Movies\Chris.Rock.Selective.Outrage.2023.1080p.WEBRip.x265-LAMA\Chris.Rock.Selective.Outrage.2023.1080p.WEBRip.x265-LAMA.mp4,Chris Rock: Selective Outrage,6.8,147221,2023
F:\Movies\Chris.Rock.Selective.Outrage.2023.REPACK.1080p.WEB.H264-NAISU\chris.rock.selective.outrage.2023.repack.1080p.web.h264-naisu.mkv,Chris Rock: Selective Outrage,6.8,147221,2023
F:\Movies\Chris Rock - Selective Outrage (2023) (1080p NF Webrip x265 10bit EAC3 2.0 - DNU) [TAoE]\Chris Rock - Selective Outrage (2023) (1080p NF Webrip x265 10bit EAC3 2.0 - DNU) [TAoE].mkv,Chris Rock: Selective Outrage,6.8,147221,2023
G:\movies\Chris Rock Selective Outrage (2023)\Chris.Rock.Selective.Outrage.2023.REPACK.1080p.WEB.H264-NAISU.mkv,Chris Rock: Selective Outrage,6.8,147221,2023
G:\movies\Chris Rock Selective Outrage (2023)\Chris.Rock.Selective.Outrage.2023.1080p.WEBRip.x265-LAMA.mp4,Chris Rock: Selective Outrage,6.8,147221,2023
F:\Movies\A.Christmas.Mystery.2022.1080p.WEB.h264-TRUFFLE\A.Christmas.Mystery.2022.1080p.WEB.h264-TRUFFLE.mkv,A Christmas Mystery,5.9,137610,2022
G:\movies\A Christmas Mystery (2022)\A.Christmas.Mystery.2022.1080p.WEB.h264-TRUFFLE.mkv,A Christmas Mystery,5.9,137610,2022
F:\Movies\A.Christmas.Story.Christmas.2022.1080p.HMAX.WEBRip.DD5.1.X.264-EVO\A.Christmas.Story.Christmas.2022.1080p.HMAX.WEBRip.DD5.1.X.264-EVO.mkv,A Christmas Story Christmas,6.9,137623,2022
G:\movies\A Christmas Story Christmas (2022)\A.Christmas.Story.Christmas.2022.1080p.HMAX.WEBRip.DD5.1.X.264-EVO.mkv,A Christmas Story Christmas,6.9,137623,2022
G:\movies\The.Chronicles.of.Narnia.Prince.Caspian.2008.720p.BluRay.x264-x0r\The.Chronicles.of.Narnia.Prince.Caspian.2008.720p.BluRay.x264-x0r.mkv,The Chronicles of Narnia: Prince Caspian,6.5,103808,2008
G:\movies\The.Chronicles.of.Narnia.The.Lion.the.Witch.and.the.Wardrobe.2005.720p.BluRay.x264-x0r\The.Chronicles.of.Narnia.The.Lion.the.Witch.and.the.Wardrobe.2005.720p.BluRay.x264-x0r.mkv,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,103805,2005
G:\movies\The.Chronicles.Of.Narnia.The.Voyage.Of.The.Dawn.Treader.2010.720p.BRRip.x264.AC3-ViSiON\The.Chronicles.Of.Narnia.The.Voyage.Of.The.Dawn.Treader.2010.720p.BRRip.x264.AC3-ViSiON.mkv,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,103807,2010
F:\Movies\Clerks.III.2022.1080p.WEB-DL.DDP5.1.H.264-EVO\Clerks.III.2022.1080p.WEB-DL.DDP5.1.H.264-EVO.mkv,Clerks III,6.4,137357,2022
F:\Movies\Clerks.III.2022.1080p.WEB.H264-NAISU\clerks.iii.2022.1080p.web.h264-naisu.mkv,Clerks III,6.4,137357,2022
F:\Movies\Clerks.III.2022.1080p.BRRIP.x264.AAC-AOC\Clerks.III.2022.1080p.BRRIP.x264.AAC-AOC.mkv,Clerks III,6.4,137357,2022
G:\movies\Clerks III (2022)\Clerks.III.2022.1080p.WEB-DL.DDP5.1.H.264-EVO.mkv,Clerks III,6.4,137357,2022
G:\movies\Clerks III (2022)\Clerks.III.2022.1080p.BRRIP.x264.AAC-AOC.mkv,Clerks III,6.4,137357,2022
G:\movies\Clifford.the.Big.Red.Dog.2021.1080p.AMZN.WEB-DL.DDP5.1.H.264-EVO\Clifford.the.Big.Red.Dog.2021.1080p.AMZN.WEB-DL.DDP5.1.H.264-EVO.mkv,Clifford the Big Red Dog,6.1,130941,2021
F:\Movies\Cocaine.Bear.2023.1080p.WEB.H264-NAISU\cocaine.bear.2023.1080p.web.h264-naisu.mkv,Cocaine Bear,6.0,147532,2023
F:\Movies\Cocaine.Bear.2023.1080p.WEB-DL.DDP5.1.x264-AOC\Cocaine.Bear.2023.1080p.WEB-DL.DDP5.1.x264-AOC.mkv,Cocaine Bear,6.0,147532,2023
F:\Movies\Cocaine Bear 2023 1080p WEB HLG HDR10+ DDP 5.1 x265-BiTOR\Cocaine Bear 2023 1080p WEB HLG HDR10+ DDP 5.1 x265-BiTOR.mkv,Cocaine Bear,6.0,147532,2023
F:\Movies\Cocaine.Bear.2023.1080p.Remux.AVC.DTS-HD.MA.7.1-playBD\Cocaine.Bear.2023.1080p.Remux.AVC.DTS-HD.MA.7.1-playBD.mkv,Cocaine Bear,6.0,147532,2023
F:\Movies\Cocaine.Bear.2023.1080p.BluRay.x264-OFT\Cocaine.Bear.2023.1080p.BluRay.x264-OFT.mkv,Cocaine Bear,6.0,147532,2023
F:\Movies\Cocaine Bear 2023 BluRay 1080p REMUX AVC DTS-HD MA 7.1-LEGi0N\Cocaine.Bear.2023.BluRay.1080p.REMUX.AVC.DTS-HD.MA.7.1-LEGi0N.mkv,Cocaine Bear,6.0,147532,2023
F:\Movies\Cocaine.Bear.2023.1080p.Bluray.REMUX.AVC.DTS-HD.MA.7.1-GHD\Cocaine.Bear.2023.1080p.Bluray.REMUX.AVC.DTS-HD.MA.7.1-GHD.mkv,Cocaine Bear,6.0,147532,2023
F:\Movies\Cocaine.Bear.2023.MULTi.1080p.BluRay.x264-Ulysse\cocaine.bear.2023.multi.1080p.bluray.x264-ulysse.mkv,Cocaine Bear,6.0,147532,2023
F:\Movies\Cocaine.Bear.2023.1080p.BluRay.REMUX.AVC.DTS-HD.MA.7.1-UnKn0wn\Cocaine.Bear.2023.1080p.BluRay.REMUX.AVC.DTS-HD.MA.7.1-UnKn0wn.mkv,Cocaine Bear,6.0,147532,2023
G:\movies\Cocaine Bear (2023)\Cocaine Bear 2023 1080p WEB HLG HDR10+ DDP 5.1 x265-BiTOR.mkv,Cocaine Bear,6.0,147532,2023
G:\movies\Cocaine Bear (2023)\Cocaine Bear 2023 BluRay 1080p REMUX AVC DTS-HD MA 7.1-LEGi0N.mkv,Cocaine Bear,6.0,147532,2023
G:\movies\Cocaine Bear (2023)\Cocaine.Bear.2023.1080p.BluRay.REMUX.AVC.DTS-HD.MA.7.1-UnKn0wn.mkv,Cocaine Bear,6.0,147532,2023
G:\movies\Coda.2021.1080p.APTV.WEB-DL.DDP5.1.Atmos.x264-CMRG\Coda.2021.1080p.APTV.WEB-DL.DDP5.1.Atmos.x264-CMRG.mkv,CODA,8.1,130467,2021
G:\movies\Code 8 (2019)\Code.8.2019.1080p.BluRay.REMUX.AVC.DTS-HD.MA5.1-iFT.mkv,Code 8,6.1,126422,2019
G:\movies\Come True (2021)\Come.True.2020.1080p.BluRay.x264-PiGNUS.mkv,Come True,6.0,133234,2020
G:\movies\Coming to America (1988)\japhson-cta.mkv,Coming to America,7.1,127752,1988
F:\Movies\Confess.Fletch.2022.1080p.WEBRip.DD5.1.X.264-EVO\Confess.Fletch.2022.1080p.WEBRip.DD5.1.X.264-EVO.mkv,"Confess, Fletch",6.5,138754,2022
"G:\movies\Confess, Fletch (2022)\Confess.Fletch.2022.1080p.WEBRip.DD5.1.X.264-EVO.mkv","Confess, Fletch",6.5,138754,2022
G:\movies\The Conjuring (2013)\The.Conjuring.2013.1080p.BluRay.x264-nikt0.mkv,The Conjuring,7.5,130215,2013
G:\movies\The Conjuring 2 (2016)\The.Conjuring.2.2016.1080p.BluRay.x264-nikt0.mkv,The Conjuring 2,7.3,130214,2016
G:\movies\The.Conjuring.The.Devil.Made.Me.Do.It.2021.1080p.HMAX.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,The Conjuring: The Devil Made Me Do It,6.3,130250,2021
G:\movies\Contagion (2011)\Contagion.2011.1080p.BluRay.X264-AMIABLE [NORAR].mkv,Contagion,6.8,111789,2011
G:\movies\Cool Runnings (1993)\Cool.Runnings.1993.HEVC.1080p.BluRay.DTS.x265-LEGi0N.mkv,Cool Runnings,7.0,130133,1993
F:\Movies\Cop.Land.1997.1080p.HMAX.WEB-DL.DDP.5.1.H.264-PiRaTeS.mkv,Cop Land,7.0,149338,1997
G:\movies\Coraline (2009)\Coraline (2009) Remux-1080p.mkv,Coraline,7.7,133518,2009
G:\movies\Courier.2021.1080p.Bluray.DTS.5.1.X264-EVO\Courier.2021.1080p.Bluray.DTS.5.1.X264-EVO.mkv,The Courier,7.2,149527,2020
G:\movies\Crawl (2019)\Crawl.2019.1080p.BluRay.x264-nikt0.mkv,Crawl,6.1,107056,2019
G:\movies\Crimes of the Future (2022)\Crimes of the Future (2022) WEBDL-1080p.mkv,Crimes of the Future,6.0,134584,2022
G:\movies\Crisis (2021)\Crisis.2021.1080p.BluRay.x264-PiGNUS.mkv,Crisis,6.1,133268,2021
G:\movies\The Croods A New Age (2020)\The.Croods.A.New.Age.2020.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,The Croods: A New Age,7.0,125897,2020
G:\movies\Cruella.1080p.DSNP.WEB-DL.DDP5.1.H.264-EVO.mkv,Cruella,7.4,130207,2021
G:\movies\Cruella (2021)\Cruella.2021.1080p.WebRip.x265.10Bit.AC3.5.1-JATT.mkv,Cruella,7.4,130207,2021
G:\movies\Cry.Macho.2021.1080p.HMAX.WEB-DL.DD5.1.x264-CMRG\Cry.Macho.2021.1080p.HMAX.WEB-DL.DD5.1.x264-CMRG.mkv,Cry Macho,6.1,130776,2021
G:\movies\The.Current.War.2017.DC.READNFO.1080p.BluRay.x264-WUTANG\the.current.war.2017.dc.1080p.bluray.x264-wutang.mkv,The Current War: Director's Cut,6.5,117809,2017
G:\movies\The Current War (2017)\The.Current.War.2017.DC.READNFO.1080p.BluRay.x264-WUTANG.mkv,The Current War: Director's Cut,6.5,117809,2017
G:\movies\Da 5 Bloods (2020)\Da.5.Bloods.2020.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-CMRG.mkv,Da 5 Bloods,6.5,121743,2020
G:\movies\Danger Close (2019)\Danger.Close.2019.1080p.BluRay.x264.DTS-Manning.mkv,Danger Close,6.8,120254,2019
G:\movies\The Dark Knight (2008)\The.Dark.Knight.2008.PROPER.1080p.BluRay.x264-CiNEFiLE.mkv,The Dark Knight,9.0,127203,2008
G:\movies\The Dark Knight Rises (2012)\The.Dark.Knight.Rises.2012.UHD.BluRay.2160p.DTS-HD.MA.5.1.HEVC.REMUX-FraMeSToR.mkv,The Dark Knight Rises,8.4,54643,2012
G:\movies\The Day after Tomorrow 2004 HEVC-d3g\The Day After Tomorrow 2004 BluRay 1080p AC3 HEVC-d3g.mkv,The Day After Tomorrow,6.4,125260,2004
F:\Movies\Day.Shift.2022.PROPER.1080p.WEB.h264-RUMOUR\Day.Shift.2022.PROPER.1080p.WEB.h264-RUMOUR.mkv,Day Shift,6.1,136583,2022
F:\Movies\Day Shift 2022 WEB HQ 1080p AVC MULTi DDPL 5.1 - EFPG\Movie\Day Shift 2022 WEB HQ 1080p AVC MULTi DDPL 5.1 - EFPG.mkv,Day Shift,6.1,136583,2022
G:\movies\Day Shift (2022)\Day Shift 2022 WEB HQ 1080p AVC MULTi DDPL 5.1 - EFPG.mkv,Day Shift,6.1,136583,2022
F:\Movies\DC.League.of.Super.Pets.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG\DC.League.of.Super.Pets.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG.mkv,DC League of Super-Pets,7.3,136805,2022
F:\Movies\DC.League.of.Super-Pets.2022.1080p.AMZN.WEBRip.DD5.1.X.264-EVO\DC.League.of.Super-Pets.2022.1080p.AMZN.WEBRip.DD5.1.X.264-EVO.mkv,DC League of Super-Pets,7.3,136805,2022
F:\Movies\DC.League.Of.Super-Pets.2022.1080p.BRRip.DD5.1.X.264-EVO\DC.League.Of.Super-Pets.2022.1080p.BRRip.DD5.1.X.264-EVO.mkv,DC League of Super-Pets,7.3,136805,2022
F:\Movies\DC League of Super Pets 2022 BluRay 1080p REMUX AVC Atmos DTS-HD MA 7 1-LEGi0N\DC.League.of.Super.Pets.2022.BluRay.1080p.REMUX.AVC.Atmos.DTS-HD.MA.7.1-LEGi0N.mkv,DC League of Super-Pets,7.3,136805,2022
F:\Movies\DC.League.of.Super.Pets.2022.1080p.BluRay.x264-OFT\DC.League.of.Super.Pets.2022.1080p.BluRay.x264-OFT.mkv,DC League of Super-Pets,7.3,136805,2022
G:\movies\DC League of Super-Pets (2022)\DC.League.of.Super.Pets.2022.BluRay.1080p.REMUX.AVC.Atmos.DTS-HD.MA.7.1-LEGi0N.mkv,DC League of Super-Pets,7.3,136805,2022
G:\movies\DC League of Super-Pets (2022)\DC.League.of.Super-Pets.2022.1080p.AMZN.WEBRip.DD5.1.X.264-EVO.mkv,DC League of Super-Pets,7.3,136805,2022
G:\movies\DC League of Super-Pets (2022)\DC.League.Of.Super-Pets.2022.1080p.BRRip.DD5.1.X.264-EVO.mkv,DC League of Super-Pets,7.3,136805,2022
G:\movies\Constantine The House of Mystery (2022)\Constantine The House of Mystery (2022) Remux-1080p.mkv,DC Showcase: Constantine - The House of Mystery,6.2,136122,2022
G:\movies\Deadpool.2016.720p.BluRay.x264-SPARKS\Deadpool.2016.720p.BluRay.x264-SPARKS.mkv,Deadpool,8.0,29645,2016
G:\movies\Deadpool 2 (2018)\Deadpool.2.2018.UNRATED.iNTERNAL.720p.BluRay.x264-SPRiNTER.mkv,Deadpool 2,7.7,53740,2018
G:\movies\Death.Wish.2018.1080p.BluRay.x264-DRONES\Death.Wish.2018.1080p.BluRay.x264-DRONES.mkv,Death Wish,6.3,127017,2018
G:\movies\Deathstroke Knights & Dragons - The Movie (2020)\Deathstroke Knights and Dragons.The.Movie.2020.1080p.Bluray.X264.DTS-EVO.mkv,Deathstroke Knights & Dragons: The Movie,6.4,130779,2020
G:\movies\The Departed (2006)\The Departed 2006 10bit hevc-d3g.mkv,The Departed,8.5,61012,2006
G:\movies\Desperado.1995.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-EPSiLON.mkv,Desperado,7.2,130434,1995
G:\movies\Despicable Me 3 (2017)\Despicable.Me.3.2017.NORDiC.ENG.1080p.BluRay.x264-RAPiDCOWS.mkv,Despicable Me 3,6.3,130403,2017
G:\movies\Kids\Movies\Despicable Me 3 (2017)\Despicable.Me.3.2017.720p.HDRip.X264.AC3-EVO.mkv,Despicable Me 3,6.3,130403,2017
F:\Movies\Devotion.2022.1080p.AMZN.WEB-DL.DDP5.1.Atmos.H.264-FLUX.mkv,Devotion.2022.1080p.WEBRip.x264-RARBG,6.6,140503,2022
F:\Movies\Devotion.2022.1080p.WEBRip.x264.mp4,Devotion.2022.1080p.WEBRip.x264-RARBG,6.6,140503,2022
F:\Movies\Devotion.2022.1080p.WEBRip.x264.AAC-AOC\Devotion.2022.1080p.WEBRip.x264.AAC-AOC.mkv,Devotion.2022.1080p.WEBRip.x264-RARBG,6.6,140503,2022
G:\movies\Devotion (2022)\Devotion.2022.1080p.WEBRip.x264.mp4,Devotion.2022.1080p.WEBRip.x264-RARBG,6.6,140503,2022
G:\movies\Devotion (2022)\Devotion.2022.1080p.AMZN.WEB-DL.DDP5.1.Atmos.H.264-FLUX.mkv,Devotion.2022.1080p.WEBRip.x264-RARBG,6.6,140503,2022
G:\movies\Die Hard (1988)\Die.Hard.1988.BluRay.CEE.1080p.mkv,Die Hard,8.2,109305,1988
G:\movies\The.Dig.2021.MULTi.1080p.WEB.H264-MACK4\The.Dig.2021.MULTi.1080p.WEB.H264-MACK4.mkv,The Dig,7.1,127091,2021
G:\movies\Dirty Dancing 1987 BluRay 720p DD5.1 x264-CRiSC\Dirty.Dancing.1987.BluRay.720p.DD5.1.x264-CRiSC.mkv,Dirty Dancing,7.0,29995,1987
G:\movies\The Dirty Dozen (1967)\The.Dirty.Dozen.1967.1080p.BluRay.DD5.1.x264-HDMaNiAcS.mkv,The Dirty Dozen,7.7,118824,1967
F:\Movies\Do.Revenge.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO\Do.Revenge.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,Do Revenge,6.3,137076,2022
F:\Movies\Do.Revenge.2022.1080p.WEB.h264-WATCHER\do.revenge.2022.1080p.web.h264-watcher.mkv,Do Revenge,6.3,137076,2022
G:\movies\Do Revenge (2022)\Do.Revenge.2022.1080p.WEB.h264-WATCHER.mkv,Do Revenge,6.3,137076,2022
G:\movies\Doctor Sleep (2019)\Doctor Sleep 2019 DC REMUX 1080p Blu-ray AVC Atmos DTS-HD MA 7 1-LEGi0N.mkv,Doctor Sleep,7.3,113385,2019
G:\movies\Doctor Strange in the Multiverse of Madness (2022)\Doctor Strange in the Multiverse of Madness (2022) WEBDL-1080p.mkv,Doctor Strange in the Multiverse of Madness,7.3,134581,2022
F:\Movies\Dog.Gone.2023.MULTI.1080p.WEB.x264-LOST\dog.gone.2023.multi.1080p.web.x264-lost.mkv,Dog Gone,6.0,141418,2023
F:\Movies\Dog.Gone.2023.1080p.WEBRip.x265-LAMA\Dog.Gone.2023.1080p.WEBRip.x265-LAMA.mp4,Dog Gone,6.0,141418,2023
G:\movies\Dont Breathe 2 (2021) (1080p AMZN Webrip x265 10bit EAC3 5 1 - ArcX)[TAoE].mkv,Don't Breathe 2,6.1,130544,2021
G:\movies\Dont.Look.Up.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,Don't Look Up,7.3,131338,2021
G:\movies\Don't Look Up (2021)\Don't Look Up [2021] 1080p 10bit NF WEB-DL DDP5.1 HEVC-Vyndros.mkv,Don't Look Up,7.3,131338,2021
F:\Movies\Dont.Make.Me.Go.2022.1080p.WEBRip.x265-LAMA\Dont.Make.Me.Go.2022.1080p.WEBRip.x265-LAMA.mp4,Don't Make Me Go,6.7,147507,2022
F:\Movies\Dont.Worry.Darling.2022.AMZN.1080p.WEB-DL.DDP5.1.H.264-EVO\Dont.Worry.Darling.2022.AMZN.1080p.WEB-DL.DDP5.1.H.264-EVO.mkv,Don't Worry Darling,6.2,137382,2022
F:\Movies\Dont Worry Darling 2022 Hybrid 1080p BluRay DDP 7.1 DV x265-LEGi0N\Dont Worry Darling 2022 Hybrid 1080p BluRay DDP 7.1 DV x265-LEGi0N.mkv,Don't Worry Darling,6.2,137382,2022
F:\Movies\Dont.Worry.Darling.2022.1080p.BRRIP.X264.AAC-AOC\Dont.Worry.Darling.2022.1080p.BRRIP.X264.AAC-AOC.mkv,Don't Worry Darling,6.2,137382,2022
